addr,name,subsystem,conf,size,ninsn,callers,purpose
0x02039de8,jlstream_node_open,AUDIO_OUT,med,1018,353,0,"create stream node by name, alloc buffers, init params"
0x0203a1e2,jlstream_node_start,AUDIO_OUT,med,60,21,0,"set node running: start ioctl, state 5, post semaphore"
0x0203a21e,jlstream_node_stop,AUDIO_OUT,med,106,35,0,"stop node: flush entries, issue stop ioctl, post semaphore"
0x0203a288,jlstream_task_loop,AUDIO_OUT,med,870,306,0,jlstream framework message loop and node close/destroy
0x0203a5ee,jlstream_node_data_fill,AUDIO_OUT,low,222,80,0,"fill node output from cbuf, memset silence on underrun"
0x0203a6cc,cbuf_data_avail,RTOS,high,144,55,0,irq-safe circular-buffer read pointer and available bytes query
0x0203a75c,cbuf_commit_advance,RTOS,high,124,46,0,irq-safe advance of circular-buffer read/write pointers
0x0203a7d8,audio_src_feed_dac,AUDIO_OUT,med,730,232,0,feed PCM through hardware SRC regs 0x14300 into DAC ring
0x0203aab2,audio_callback_thunk,AUDIO_OUT,low,14,7,0,four-arg shuffle trampoline calling function pointer in r0
0x0203aac0,jlstream_node_process,AUDIO_OUT,med,978,332,0,"pull cbuf data, run node handler, push to DAC output"
0x0203ae92,sbc_node_read_clamp,AUDIO_OUT,low,60,26,0,"call node read op, clamp returned length to configured max"
0x0203aece,sbc_frame_sync,AUDIO_OUT,high,68,27,0,"locate SBC frame via 0x9C sync, compute next-frame offset"
0x0203af12,sbc_framer_node_ops,AUDIO_OUT,med,1164,435,0,SBC frame length from header bitfields; node open/read/free ops
0x0203b39e,list_insert_before,RTOS,high,12,5,0,doubly-linked list insert-before helper
0x0203b3aa,list_insert_before_dup,RTOS,high,12,5,0,"doubly-linked list insert-before helper, duplicate"
0x0203b3b6,mempool_block_acquire,RTOS,med,236,79,0,"find guarded pool block by tag bit, validate magics, return payload"
0x0203b4a2,mempool_block_acquire2,RTOS,med,236,79,0,pool block lookup variant returning payload at +28
0x0203b58e,list_unlink,RTOS,high,6,3,0,link prev and next nodes around removed list entry
0x0203b594,mempool_free_coalesce,RTOS,med,352,126,0,"pool free with guard-magic check, refcount, adjacent-block coalescing"
0x0203b6f4,stream_bufmgr_ioctl_dispatch,AUDIO_OUT,med,2490,832,0,stream buffer-manager ioctl dispatcher for 0x80044100-family commands
0x0203c0ae,jlstream_pipeline_destroy,AUDIO_OUT,med,236,88,0,"walk node children, run close/free ops, unlink and free"
0x0203c19a,jlstream_cbuf_block_xfer,AUDIO_OUT,low,606,199,0,"32-byte block copies via cbuf, then subscriber event dispatch"
0x0203c3f8,plnk_device_block,AUDIO_OUT,med,1210,410,0,"PLNK/PDM-link audio device init, pump loop, IRQ handlers"
0x0203c8b2,atomic_refcount_inc,RTOS,high,96,32,0,interrupt-safe atomic refcount increment under per-CPU spinlock
0x0203c912,gpio_iomux_clk_toggle,PERIPH,low,24,9,0,set or clear 0x900 bits in SFR 0x51000 per enable flag
0x0203c92a,audio_dac_channel_init,AUDIO_OUT,med,904,308,0,"map audio pins via IOMC, alloc DMA buffer, program DAC descriptor"
0x0203ccb2,atomic_refcount_dec,RTOS,high,190,67,0,interrupt-safe atomic refcount decrement-and-test under spinlock
0x0203cd70,audio_dac_deinit,AUDIO_OUT,med,150,56,0,"restore DAC regs 0x12B00 to defaults, free DMA buffer"
0x0203ce06,audio_dac_device_ops,AUDIO_OUT,med,2932,1012,0,"DAC device block: subscriber notify, channel config, DMA IRQ, PCM convert"
0x0203d97a,audio_dac_dma_refill,AUDIO_OUT,med,570,193,0,"compute buffer offsets, invoke per-channel DMA refill callback"
0x0203dbb4,audio_dac_channel_config,AUDIO_OUT,med,1160,386,0,"multi-channel DAC routing bits, gains, DMA descriptors, pin config"
0x0203e03c,audio_sample_rate_set,AUDIO_OUT,high,620,181,0,program clock dividers for 8k-192k sample rates
0x0203e2a8,audio_channel_start,AUDIO_OUT,med,206,74,0,"start channels per bitmask: rate, clear buffers, mark descriptors active"
0x0203e376,audio_channel_stop,AUDIO_OUT,med,194,69,0,"stop/pause channels per bitmask, clear descriptor enable bits"
0x0203e438,audio_channel_reset,AUDIO_OUT,med,744,269,0,"clear descriptors, free buffer, remap pins, notify pipeline"
0x0203e720,pcm_deinterleave_format_convert,AUDIO_OUT,med,578,214,0,"de-interleave 2-4ch PCM, expand 16/24-bit samples for DAC output"
0x0203e962,audio_channel_irq_dispatch,AUDIO_OUT,med,434,157,0,per-channel callback dispatch from DAC IRQ handlers
0x0203eb14,audio_channel_open,AUDIO_OUT,med,678,246,0,"alloc channel node, link into device channel list"
0x0203edba,audio_channel_close,AUDIO_OUT,med,228,81,0,"unlink and free channel, select current device"
0x0203ee9e,audio_open_watchdog_arm,RTOS,low,42,14,0,arm delayed open-timeout callback with remaining ticks
0x0203eec8,audio_dac_trim_write,AUDIO_OUT,med,38,16,0,write per-channel trim code via 4-way jump table
0x0203eeee,audio_dac_trim_sense,AUDIO_OUT,med,104,35,0,poll trim comparator with clock-scaled settle delays
0x0203ef56,audio_dac_trim_calibrate,AUDIO_OUT,med,194,63,0,scan trim codes until comparator matches reference
0x0203f018,audio_dac_set_digital_volume,AUDIO_OUT,high,152,55,0,"volume 0-100 to gain table, write DAC gain regs"
0x0203f0b0,audio_dac_gain_mode_set,AUDIO_OUT,med,1584,504,0,"dispatch DAC analog gain by mode, post async message"
0x0203f6e0,audio_dac_dma_stop,AUDIO_OUT,high,80,27,0,"stop DAC DMA, wait pending clear, zero buffer"
0x0203f730,audio_dac_set_sample_rate,AUDIO_OUT,med,106,30,0,"map rate via 12-entry table, write DAC rate field"
0x0203f79a,audio_dac_fifo_config,AUDIO_OUT,med,158,44,0,configure DAC FIFO thresholds and channel enables
0x0203f838,audio_dev_event_dispatch,AUDIO_OUT,med,2108,711,0,channel event/ioctl/write path with sample format convert
0x02040074,audio_dac_channel_route,AUDIO_OUT,med,1082,335,0,per-channel analog routing and mux register config
0x020404ae,audio_dac_set_analog_gain,AUDIO_OUT,med,172,57,0,volume 0-100 to 4/5-bit analog gain per channel
0x0204055a,audio_dac_output_enable,AUDIO_OUT,med,102,37,0,enable and route DAC output channels in control reg
0x020405c0,audio_adc_channel_enable,AUDIO_OUT,med,66,27,0,set ADC/DAC channel enable bits from args
0x02040602,audio_dac_open,AUDIO_OUT,med,1786,562,0,"open DAC device: configure regs, alloc DMA, set rate"
0x02040cfc,audio_dac_fifo_reset,AUDIO_OUT,med,50,15,0,clear DAC FIFO and DMA config when running
0x02040d2e,audio_dac_gain_broadcast,AUDIO_OUT,med,194,62,0,write gain nibbles to all enabled channels of device
0x02040df0,audio_dac_output_open,AUDIO_OUT,med,1546,487,0,"FIFO config, sample-rate switch, output open/close/ioctl"
0x020413fa,audio_dac_irq_handler,AUDIO_OUT,med,4458,1417,0,"DAC DMA IRQ: refill halves via render callback, demux"
0x02042564,modf,MATHLIB,high,166,57,0,split double into integer part and fraction
0x0204260a,memcmp,MEMLIB,high,56,21,0,byte/word memory compare
0x02042642,memmove,MEMLIB,high,194,74,0,"overlap-safe memory copy, both directions"
0x02042704,strcat,MEMLIB,high,24,11,0,append string at end of destination
0x0204271c,strchr,MEMLIB,high,20,8,0,find byte in string
0x02042730,strcmp,MEMLIB,high,160,58,0,string compare with word-at-a-time fast path
0x020427d0,strcpy,MEMLIB,high,110,38,0,string copy with word-at-a-time fast path
0x0204283e,strlen,MEMLIB,high,12,6,0,string length
0x0204284a,strncmp,MEMLIB,high,26,12,0,bounded string compare
0x02042864,strnlen,MEMLIB,high,20,8,0,bounded string length
0x02042878,strtol,MEMLIB,high,332,122,0,"string to long, base detect, ERANGE via errno"
0x020429c4,rep_clz,MATHLIB,high,30,9,0,64-bit count-leading-zeros soft-float helper
0x020429e2,normalize,MATHLIB,high,34,10,0,normalize double mantissa in place
0x02042a04,__adddf3,MATHLIB,high,1132,352,0,software double add/sub; trailing df compare cores
0x02042e70,__eqdf2,MATHLIB,med,2,1,0,trampoline into shared df compare core
0x02042e72,__ltdf2,MATHLIB,med,2,1,0,trampoline into shared df compare core
0x02042e74,__ledf2,MATHLIB,med,2,1,0,trampoline into shared df compare core
0x02042e76,__gtdf2,MATHLIB,med,2,1,0,trampoline into gtdf2 compare core
0x02042e78,__subdf3,MATHLIB,high,6,2,0,"negate second double, tail-jump into __adddf3"
0x02042e7e,__ieee754_sqrtf,MATHLIB,high,138,48,0,"FDLIBM float square root, digit-by-digit"
0x02042f08,memset,MEMLIB,high,44,17,0,fill memory with byte value
0x02042f34,normalize,MATHLIB,high,54,16,0,"softfp helper: normalize 64-bit fraction, return shift"
0x02042f6a,__divdf3,MATHLIB,high,784,230,0,software IEEE754 double division
0x0204327a,__fixdfsi,MATHLIB,high,84,26,0,convert double to signed int32
0x020432ce,__floatsidf,MATHLIB,high,76,26,0,convert signed int32 to double
0x0204331a,__floatunsidf,MATHLIB,high,52,19,0,convert unsigned int32 to double
0x0204334e,normalize,MATHLIB,high,54,16,0,"softfp helper: normalize 64-bit fraction, return shift"
0x02043384,__muldf3,MATHLIB,high,1432,491,0,software IEEE754 double multiply
0x0204391c,rodata_post_libm_tables,UI_DISPLAY,low,72,24,0,misdecoded rodata: small lookup tables after libm
0x02043964,rodata_img_scale_tab,UI_DISPLAY,low,508,200,0,misdecoded rodata; byte table used by nine-slice image draw
0x02043b60,rodata_ui_gfx_tab_a,UI_DISPLAY,low,68,20,0,misdecoded rodata: UI/graphics lookup table data
0x02043ba4,rodata_ui_gfx_tab_b,UI_DISPLAY,low,174,57,0,misdecoded rodata: UI/graphics lookup table data
0x02043c52,rodata_ui_gfx_tab_c,UI_DISPLAY,low,24,11,0,misdecoded rodata: UI/graphics lookup table data
0x02043c6a,rodata_ui_gfx_tab_d,UI_DISPLAY,low,636,233,0,misdecoded rodata: UI/graphics lookup table data
0x02043ee6,rodata_ui_gfx_tab_e,UI_DISPLAY,low,470,159,0,misdecoded rodata: UI/graphics lookup table data
0x020440bc,rodata_ui_gfx_tab_f,UI_DISPLAY,low,1678,508,0,misdecoded rodata: UI/graphics lookup table data
0x0204474a,rodata_fx_preset_coeffs,FX,low,7388,2782,0,"misdecoded rodata: effect preset float lists, sin-deg, font cmap"
0x02046426,rodata_fx_tables_cont,FX,low,366,120,0,misdecoded rodata: effect/synth parameter table continuation
0x02046594,rodata_ui_bitmap_a,UI_DISPLAY,low,11154,4038,0,misdecoded rodata: icon/font bitmap graphics data
0x02049126,rodata_ui_bitmap_b,UI_DISPLAY,low,152,51,0,misdecoded rodata: icon/font bitmap graphics data
0x020491be,rodata_ui_bitmap_c,UI_DISPLAY,low,3180,1047,0,misdecoded rodata: icon/font bitmap graphics data
0x02049e2a,rodata_ui_bitmap_frag,UI_DISPLAY,low,4,2,0,rodata fragment between bitmap tables
0x02049e2e,rodata_ui_bitmap_d,UI_DISPLAY,low,2386,751,0,misdecoded rodata: icon/font bitmap graphics data
0x0204a780,rodata_ui_bitmap_e,UI_DISPLAY,low,2714,1004,0,misdecoded rodata: icon/font bitmap graphics data
0x0204b21a,rodata_ui_bitmap_f,UI_DISPLAY,low,970,315,0,misdecoded rodata: icon/font bitmap graphics data
0x0204b5e4,rodata_ui_bitmap_g,UI_DISPLAY,low,7544,2612,0,misdecoded rodata: icon/font bitmap graphics data
0x0204d35c,rodata_font_data,UI_DISPLAY,med,82,28,0,"misdecoded font bitmap, pointer stored by display init"
0x0204d3ae,rodata_font_frag_a,UI_DISPLAY,low,2,1,0,tiny data fragment inside font region
0x0204d3b0,rodata_font_data_b,UI_DISPLAY,low,34,11,0,misdecoded rodata: font bitmap data
0x0204d3d2,rodata_font_data_c,UI_DISPLAY,low,38,14,0,misdecoded rodata: font bitmap data
0x0204d3f8,rodata_font_frag_b,UI_DISPLAY,low,14,3,0,small data fragment inside font region
0x0204d406,rodata_font_data_d,UI_DISPLAY,low,350,120,0,misdecoded rodata: font bitmap data
0x0204d564,rodata_font_data_e,UI_DISPLAY,low,456,152,0,misdecoded rodata: font bitmap data
0x0204d72c,rodata_font_frag_c,UI_DISPLAY,low,6,1,0,tiny data fragment inside font region
0x0204d732,rodata_font_data_f,UI_DISPLAY,low,30,5,0,misdecoded rodata: font bitmap data
0x0204d750,rodata_app_main,APP,med,15394,5825,0,"mixed app rodata: msfa tables, USB descriptors, UI strings, FAT templates"
0x02051372,rodata_sin_freqlut,SYNTH_FM,high,354,105,0,sine table tail plus msfa freqlut log2 table
0x020514d4,rodata_freqlut_exp2,SYNTH_FM,high,1878,727,0,msfa freqlut body plus exp2 float table
0x02051c2a,fp_lut_data_51c2a,SYNTH_FM,low,54,24,0,float/fixpoint parameter-curve LUT fragment misdecoded as code
0x02051c60,fp_lut_data_51c60,SYNTH_FM,low,464,196,0,float32 LUT data fragment misdecoded as code
0x02051e30,fp_lut_data_51e30,SYNTH_FM,low,480,208,0,float32 LUT data fragment misdecoded as code
0x02052010,dx7_ramp_lut_52010,SYNTH_FM,med,540,238,0,"float32 rising ramp LUT (0.735 up), synth curve data"
0x0205222c,dx7_curve_lut_524e0,SYNTH_FM,med,3028,1271,0,float32 exp-decay curve table referenced by param mapper
0x02052e00,fp_lut_data_52e00,SYNTH_FM,low,560,232,0,float32 slowly-falling LUT fragment misdecoded as code
0x02053030,fp_lut_data_53030,SYNTH_FM,low,304,130,0,"negative float32 near-linear LUT fragment, misdecoded data"
0x02053160,dx7_coef_luts_53484,SYNTH_FM,med,7240,2491,0,float/int coefficient LUTs incl table loaded to hw engine
0x02054da8,dx7_param_tables_54da8,SYNTH_FM,med,3672,1450,0,float LUT tail plus DX7 parameter-name strings/pointer tables
0x02055c00,ftl_lba_to_flash_addr,STORAGE_FS,med,54,19,0,map logical sector index to flash byte offset
0x02055c36,ftl_translate_sector,STORAGE_FS,low,274,93,0,"translate sector via cached map entries, type dispatch"
0x02055d48,ftl_translate_wrapper,STORAGE_FS,med,8,3,0,thin tail-call wrapper over ftl_translate_sector
0x02055d50,ftl_build_io_descriptors,STORAGE_FS,low,256,89,0,split byte range into 12-byte io descriptor records
0x02055e50,norfs_read_sectors,STORAGE_FS,med,652,233,0,buffered 512-byte sector read via zeroed bounce buffer
0x020560dc,norfs_write_sectors,STORAGE_FS,med,532,191,0,sector write path with read-modify-erase handling
0x020562f0,norfs_write_fill,STORAGE_FS,low,694,240,0,write/copy helper with memset padding and flush
0x020565a6,mspace_ensure_init,MEMLIB,high,202,63,0,lazy-init dlmalloc mparams/magic under spinlock
0x02056670,heap_find_segment,MEMLIB,med,30,11,0,find heap segment descriptor owning given address
0x0205668e,sbrk,MEMLIB,med,98,32,0,"bump heap break pointer, bound-check against limit"
0x020566f0,mspace_init_top,MEMLIB,med,62,22,0,install aligned top-chunk header into mspace state
0x0205672e,mspace_malloc,MEMLIB,high,4452,1463,0,"dlmalloc core: smallbin/treebin paths, corruption traps"
0x02057892,malloc,MEMLIB,high,8,3,0,malloc wrapper tail-calling mspace_malloc
0x0205789a,mspace_free,MEMLIB,high,1788,583,0,"dlmalloc free: chunk coalescing, bin insert, checks"
0x02057f96,free,MEMLIB,high,8,3,0,free wrapper tail-calling mspace_free
0x02057f9e,zalloc,MEMLIB,med,26,10,0,malloc then memset zero on success
0x02057fb8,dispose_chunk,MEMLIB,med,1166,404,0,dlmalloc chunk dispose/coalesce helper
0x02058446,mspace_realloc,MEMLIB,high,972,305,0,"realloc: in-place shrink/extend, else malloc-copy"
0x02058812,calloc,MEMLIB,high,56,19,0,calloc with nmemb*size overflow guard
0x0205884a,mspace_memalign,MEMLIB,med,538,177,0,power-of-2 aligned alloc via overallocate and split
0x02058a64,system_init_stub,SYS,med,2,1,0,"empty system init stub, single rts"
0x02058a66,xTaskGetCurrentTaskHandle,RTOS,med,106,34,0,return pxCurrentTCB for this cpu inside critical
0x02058ad0,rtos_fatal_assert,RTOS,med,60,19,0,"fatal assert: cpu lock, rom reset call, hang"
0x02058b0c,pcTaskGetName_current,RTOS,low,118,40,0,"current task name pointer (TCB+12), assert if none"
0x02058b82,vTaskSuspendAll,RTOS,med,60,18,0,"lock scheduler, increment uxSchedulerSuspended"
0x02058bbe,find_tcb_by_name,RTOS,med,80,31,0,walk task list comparing 64-char task names
0x02058c0e,uxListRemove,RTOS,high,122,43,0,"unlink FreeRTOS list item, decrement item count"
0x02058c88,vListInsertEnd,RTOS,high,22,10,0,"insert list item before pxIndex, set container"
0x02058c9e,prvResetNextTaskUnblockTime,RTOS,med,36,12,0,recompute xNextTaskUnblockTime from delayed list head
0x02058cc2,xTaskIncrementTick,RTOS,high,426,138,0,"tick++, overflow list swap, wake delayed, timeslice"
0x02058e6c,vTaskSwitchContext,RTOS,high,186,60,0,"clz pick highest ready task, update current TCB"
0x02058f26,os_sched,RTOS,med,230,78,0,"account task runtime, pend context-switch software IRQ"
0x0205900c,__os_sched_process,RTOS,med,240,73,0,"move expired/woken tasks to ready, request dispatch"
0x020590fc,os_task_get_handle,RTOS,med,120,37,0,find task TCB by name across all task lists
0x02059174,__os_taskq_lookup,RTOS,med,158,54,0,find task queue node by TCB handle
0x02059212,os_assert_failed,RTOS,med,60,18,0,"fatal assert: lock CPU, report, trap forever"
0x0205924e,__os_q_push,RTOS,med,350,120,0,"push msg into queue ring, direct waiter handoff"
0x020593ac,__os_waitlist_wake,RTOS,med,298,96,0,wake top waiter from object wait list
0x020594d6,__os_q_put,RTOS,med,170,61,0,"enqueue one message, wake reader, flag resched"
0x02059580,__os_taskq_post_type,RTOS,med,364,133,0,post typed header and argv to named task queue
0x020596ec,os_taskq_post_type,RTOS,low,12,4,0,public entry tail-calling taskq post_type core
0x020596f8,__os_waitlist_insert,RTOS,high,42,18,0,sorted insert into doubly-linked wait list
0x02059722,__os_task_block,RTOS,med,802,268,0,"unready current task, queue on delay/wait list"
0x02059a44,__os_time_dly,RTOS,med,30,11,0,"block current task for N ticks, then reschedule"
0x02059a62,os_time_dly,RTOS,low,6,3,0,public wrapper for tick delay
0x02059a68,os_taskq_post_msg,RTOS,med,56,24,0,"collect varargs, post Q_MSG message to task queue"
0x02059aa0,__os_waitlist_init,RTOS,high,18,7,0,"init wait list head: self-linked sentinel, count zero"
0x02059ab2,__os_q_create,RTOS,med,194,76,0,init queue object: ring buffer plus two wait lists
0x02059b74,os_time_get,RTOS,med,32,11,0,read 64-bit global tick into caller buffer
0x02059b94,__os_timeout_check,RTOS,med,358,119,0,check delete-request flag and tick timeout expiry
0x02059cfa,__os_pend_block,RTOS,med,132,44,0,"queue current task on wait list, then block"
0x02059d7e,__os_obj_wakeup_all,RTOS,med,248,87,0,wake all waiters on object's two wait lists
